Timestamp,Station,Count,Rate,Status
2026-08-03 17:57:17,Station 2,503,0,LOW OUTPUT
2026-08-03 17:57:17,Station 3,652,0,LOW OUTPUT
2026-08-03 17:57:17,Station 4,401,0,LOW OUTPUT
2026-08-03 17:57:17,Station 5,538,0,LOW OUTPUT
2026-08-03 17:57:17,Station 6,589,0,LOW OUTPUT
2026-08-03 17:57:27,Station 1,578,0,LOW OUTPUT
2026-08-03 17:57:27,Station 2,520,0,LOW OUTPUT
2026-08-03 17:57:27,Station 3,669,0,LOW OUTPUT
2026-08-03 17:57:27,Station 4,411,0,LOW OUTPUT
2026-08-03 17:57:27,Station 5,553,0,LOW OUTPUT
2026-08-03 17:57:27,Station 6,605,0,LOW OUTPUT
2026-08-03 17:57:37,Station 1,597,0,LOW OUTPUT
2026-08-03 17:57:37,Station 2,535,0,LOW OUTPUT
2026-08-03 17:57:37,Station 3,687,0,LOW OUTPUT
2026-08-03 17:57:37,Station 4,427,0,LOW OUTPUT
2026-08-03 17:57:37,Station 5,571,0,LOW OUTPUT
2026-08-03 17:57:37,Station 6,624,0,LOW OUTPUT
2026-08-03 17:57:47,Station 1,616,0,LOW OUTPUT
2026-08-03 17:57:47,Station 2,553,0,LOW OUTPUT
2026-08-03 17:57:47,Station 3,706,0,LOW OUTPUT
2026-08-03 17:57:47,Station 4,442,0,LOW OUTPUT
2026-08-03 17:57:47,Station 5,588,0,LOW OUTPUT
2026-08-03 17:57:47,Station 6,642,0,LOW OUTPUT
2026-08-03 17:57:57,Station 1,635,0,LOW OUTPUT
2026-08-03 17:57:57,Station 2,571,0,LOW OUTPUT
2026-08-03 17:57:57,Station 3,725,0,LOW OUTPUT
2026-08-03 17:57:57,Station 4,455,0,LOW OUTPUT
2026-08-03 17:57:57,Station 5,606,0,LOW OUTPUT
2026-08-03 17:57:57,Station 6,660,0,LOW OUTPUT
2026-08-03 17:58:07,Station 1,651,0,LOW OUTPUT
2026-08-03 17:58:07,Station 2,590,0,LOW OUTPUT
2026-08-03 17:58:07,Station 3,744,0,LOW OUTPUT
2026-08-03 17:58:07,Station 4,469,0,LOW OUTPUT
2026-08-03 17:58:07,Station 5,621,0,LOW OUTPUT
2026-08-03 17:58:07,Station 6,678,0,LOW OUTPUT
2026-08-03 18:00:57,Station 1,741,0,RUNNING
2026-08-03 18:00:57,Station 2,666,0,RUNNING
2026-08-03 18:00:57,Station 3,836,0,RUNNING
2026-08-03 18:00:57,Station 4,536,0,LOW OUTPUT
2026-08-03 18:00:57,Station 5,696,0,LOW OUTPUT
2026-08-03 18:00:57,Station 6,758,0,RUNNING
2026-08-03 18:01:07,Station 1,758,0,LOW OUTPUT
2026-08-03 18:01:07,Station 2,684,0,LOW OUTPUT
2026-08-03 18:01:07,Station 3,856,0,LOW OUTPUT
2026-08-03 18:01:07,Station 4,549,0,LOW OUTPUT
2026-08-03 18:01:07,Station 5,714,0,LOW OUTPUT
2026-08-03 18:01:07,Station 6,777,0,LOW OUTPUT
2026-08-03 18:01:17,Station 1,774,0,LOW OUTPUT
2026-08-03 18:01:17,Station 2,697,0,LOW OUTPUT
2026-08-03 18:01:17,Station 3,871,0,LOW OUTPUT
2026-08-03 18:01:17,Station 4,562,0,LOW OUTPUT
2026-08-03 18:01:17,Station 5,729,0,LOW OUTPUT
2026-08-03 18:01:17,Station 6,793,0,LOW OUTPUT
2026-08-03 18:01:27,Station 1,794,0,LOW OUTPUT
2026-08-03 18:01:27,Station 2,712,0,LOW OUTPUT
2026-08-03 18:01:27,Station 3,891,0,LOW OUTPUT
2026-08-03 18:01:27,Station 4,579,0,LOW OUTPUT
2026-08-03 18:01:27,Station 5,747,0,LOW OUTPUT
2026-08-03 18:01:27,Station 6,811,0,LOW OUTPUT
2026-08-03 18:01:37,Station 1,812,0,LOW OUTPUT
2026-08-03 18:01:37,Station 2,728,0,LOW OUTPUT
2026-08-03 18:01:37,Station 3,911,0,LOW OUTPUT
2026-08-03 18:01:37,Station 4,593,0,LOW OUTPUT
2026-08-03 18:01:37,Station 5,764,0,LOW OUTPUT
2026-08-03 18:01:37,Station 6,830,0,LOW OUTPUT
2026-08-03 18:01:47,Station 1,830,0,LOW OUTPUT
2026-08-03 18:01:47,Station 2,747,0,LOW OUTPUT
2026-08-03 18:01:47,Station 3,930,0,LOW OUTPUT
2026-08-03 18:01:47,Station 4,610,0,LOW OUTPUT
2026-08-03 18:01:47,Station 5,783,0,LOW OUTPUT
2026-08-03 18:01:47,Station 6,846,0,LOW OUTPUT
2026-08-03 18:01:57,Station 1,849,0,LOW OUTPUT
2026-08-03 18:01:57,Station 2,765,0,LOW OUTPUT
2026-08-03 18:01:57,Station 3,947,0,LOW OUTPUT
2026-08-03 18:01:57,Station 4,623,0,LOW OUTPUT
2026-08-03 18:01:57,Station 5,800,0,LOW OUTPUT
2026-08-03 18:01:57,Station 6,863,0,LOW OUTPUT
2026-08-03 18:02:07,Station 1,866,0,LOW OUTPUT
2026-08-03 18:02:07,Station 2,784,0,LOW OUTPUT
2026-08-03 18:02:07,Station 3,965,0,LOW OUTPUT
2026-08-03 18:02:07,Station 4,638,0,LOW OUTPUT
2026-08-03 18:02:07,Station 5,815,0,LOW OUTPUT
2026-08-03 18:02:07,Station 6,880,0,LOW OUTPUT
2026-08-03 18:02:17,Station 1,885,0,LOW OUTPUT
2026-08-03 18:02:17,Station 2,799,0,LOW OUTPUT
2026-08-03 18:02:17,Station 3,983,0,LOW OUTPUT
2026-08-03 18:02:17,Station 4,652,0,LOW OUTPUT
2026-08-03 18:02:17,Station 5,830,0,LOW OUTPUT
2026-08-03 18:02:17,Station 6,898,0,LOW OUTPUT
2026-08-03 18:02:27,Station 1,903,0,LOW OUTPUT
2026-08-03 18:02:27,Station 2,817,0,LOW OUTPUT
2026-08-03 18:02:27,Station 3,1004,0,LOW OUTPUT
2026-08-03 18:02:27,Station 4,666,0,LOW OUTPUT
2026-08-03 18:02:27,Station 5,845,0,LOW OUTPUT
2026-08-03 18:02:27,Station 6,919,0,LOW OUTPUT
2026-08-03 18:02:37,Station 1,922,0,LOW OUTPUT
2026-08-03 18:02:37,Station 2,835,0,LOW OUTPUT
2026-08-03 18:02:37,Station 3,1021,0,LOW OUTPUT
2026-08-03 18:02:37,Station 4,681,0,LOW OUTPUT
2026-08-03 18:02:37,Station 5,860,0,LOW OUTPUT
2026-08-03 18:02:37,Station 6,936,0,LOW OUTPUT
2026-08-03 18:02:47,Station 1,939,0,LOW OUTPUT
2026-08-03 18:02:47,Station 2,847,0,LOW OUTPUT
2026-08-03 18:02:47,Station 3,1038,0,LOW OUTPUT
2026-08-03 18:02:47,Station 4,696,0,LOW OUTPUT
2026-08-03 18:02:47,Station 5,874,0,LOW OUTPUT
2026-08-03 18:02:47,Station 6,951,0,LOW OUTPUT
2026-08-03 18:02:57,Station 1,958,0,LOW OUTPUT
2026-08-03 18:02:57,Station 2,862,0,LOW OUTPUT
2026-08-03 18:02:57,Station 3,1056,0,LOW OUTPUT
2026-08-03 18:02:57,Station 4,707,0,LOW OUTPUT
2026-08-03 18:02:57,Station 5,892,0,LOW OUTPUT
2026-08-03 18:02:57,Station 6,970,0,LOW OUTPUT
2026-08-03 18:03:07,Station 1,976,0,LOW OUTPUT
2026-08-03 18:03:07,Station 2,880,0,LOW OUTPUT
2026-08-03 18:03:07,Station 3,1076,0,LOW OUTPUT
2026-08-03 18:03:07,Station 4,720,0,LOW OUTPUT
2026-08-03 18:03:07,Station 5,906,0,LOW OUTPUT
2026-08-03 18:03:07,Station 6,989,0,LOW OUTPUT
2026-08-03 18:03:17,Station 1,995,0,LOW OUTPUT
2026-08-03 18:03:17,Station 2,900,0,LOW OUTPUT
2026-08-03 18:03:17,Station 3,1094,0,LOW OUTPUT
2026-08-03 18:03:17,Station 4,735,0,LOW OUTPUT
2026-08-03 18:03:17,Station 5,920,0,LOW OUTPUT
2026-08-03 18:03:17,Station 6,1007,0,LOW OUTPUT
2026-08-03 18:03:27,Station 1,1011,0,LOW OUTPUT
2026-08-03 18:03:27,Station 2,916,0,LOW OUTPUT
2026-08-03 18:03:27,Station 3,1114,0,LOW OUTPUT
2026-08-03 18:03:27,Station 4,753,0,LOW OUTPUT
2026-08-03 18:03:27,Station 5,934,0,LOW OUTPUT
2026-08-03 18:03:27,Station 6,1025,0,LOW OUTPUT
2026-08-03 18:04:22,Station 1,1098,0,LOW OUTPUT
2026-08-03 18:04:22,Station 2,1002,0,LOW OUTPUT
2026-08-03 18:04:22,Station 3,1209,0,LOW OUTPUT
2026-08-03 18:04:22,Station 4,818,0,LOW OUTPUT
2026-08-03 18:04:22,Station 5,1015,0,LOW OUTPUT
2026-08-03 18:04:22,Station 6,1114,0,LOW OUTPUT
2026-08-03 18:04:32,Station 1,1116,0,LOW OUTPUT
2026-08-03 18:04:32,Station 2,1021,0,LOW OUTPUT
2026-08-03 18:04:32,Station 3,1229,0,LOW OUTPUT
2026-08-03 18:04:32,Station 4,830,0,LOW OUTPUT
2026-08-03 18:04:32,Station 5,1031,0,LOW OUTPUT
2026-08-03 18:04:32,Station 6,1132,0,LOW OUTPUT
2026-08-03 18:04:42,Station 1,1136,0,LOW OUTPUT
2026-08-03 18:04:42,Station 2,1039,0,LOW OUTPUT
2026-08-03 18:04:42,Station 3,1248,0,LOW OUTPUT
2026-08-03 18:04:42,Station 4,841,0,LOW OUTPUT
2026-08-03 18:04:42,Station 5,1045,0,LOW OUTPUT
2026-08-03 18:04:42,Station 6,1150,0,LOW OUTPUT
2026-08-03 18:04:52,Station 1,1152,0,LOW OUTPUT
2026-08-03 18:04:52,Station 2,1051,0,LOW OUTPUT
2026-08-03 18:04:52,Station 3,1266,0,LOW OUTPUT
2026-08-03 18:04:52,Station 4,852,0,LOW OUTPUT
2026-08-03 18:04:52,Station 5,1061,0,LOW OUTPUT
2026-08-03 18:04:52,Station 6,1168,0,LOW OUTPUT
2026-08-03 18:05:02,Station 1,1172,0,LOW OUTPUT
2026-08-03 18:05:02,Station 2,1068,0,LOW OUTPUT
2026-08-03 18:05:02,Station 3,1285,0,LOW OUTPUT
2026-08-03 18:05:02,Station 4,865,0,LOW OUTPUT
2026-08-03 18:05:02,Station 5,1075,0,LOW OUTPUT
2026-08-03 18:05:02,Station 6,1186,0,LOW OUTPUT
2026-08-03 18:05:12,Station 1,1192,0,LOW OUTPUT
2026-08-03 18:05:12,Station 2,1085,0,LOW OUTPUT
2026-08-03 18:05:12,Station 3,1303,0,LOW OUTPUT
2026-08-03 18:05:12,Station 4,880,0,LOW OUTPUT
2026-08-03 18:05:12,Station 5,1088,0,LOW OUTPUT
2026-08-03 18:05:12,Station 6,1205,0,LOW OUTPUT
2026-08-03 18:05:22,Station 1,1212,0,LOW OUTPUT
2026-08-03 18:05:22,Station 2,1105,0,LOW OUTPUT
2026-08-03 18:05:22,Station 3,1322,0,LOW OUTPUT
2026-08-03 18:05:22,Station 4,893,0,LOW OUTPUT
2026-08-03 18:05:22,Station 5,1105,0,LOW OUTPUT
2026-08-03 18:05:22,Station 6,1225,0,LOW OUTPUT
2026-08-03 18:05:32,Station 1,1230,0,LOW OUTPUT
2026-08-03 18:05:32,Station 2,1122,0,LOW OUTPUT
2026-08-03 18:05:32,Station 3,1341,0,LOW OUTPUT
2026-08-03 18:05:32,Station 4,910,0,LOW OUTPUT
2026-08-03 18:05:32,Station 5,1121,0,LOW OUTPUT
2026-08-03 18:05:32,Station 6,1246,0,LOW OUTPUT
2026-08-03 18:05:42,Station 1,1246,0,LOW OUTPUT
2026-08-03 18:05:42,Station 2,1139,0,LOW OUTPUT
2026-08-03 18:05:42,Station 3,1360,0,LOW OUTPUT
2026-08-03 18:05:42,Station 4,923,0,LOW OUTPUT
2026-08-03 18:05:42,Station 5,1139,0,LOW OUTPUT
2026-08-03 18:05:42,Station 6,1264,0,LOW OUTPUT
2026-08-03 18:05:52,Station 1,1262,0,LOW OUTPUT
2026-08-03 18:05:52,Station 2,1157,0,LOW OUTPUT
2026-08-03 18:05:52,Station 3,1379,0,LOW OUTPUT
2026-08-03 18:05:52,Station 4,936,0,LOW OUTPUT
2026-08-03 18:05:52,Station 5,1153,0,LOW OUTPUT
2026-08-03 18:05:52,Station 6,1283,0,LOW OUTPUT
2026-08-03 18:06:03,Station 1,1280,0,LOW OUTPUT
2026-08-03 18:06:03,Station 2,1169,0,LOW OUTPUT
2026-08-03 18:06:03,Station 3,1399,0,LOW OUTPUT
2026-08-03 18:06:03,Station 4,949,0,LOW OUTPUT
2026-08-03 18:06:03,Station 5,1170,0,LOW OUTPUT
2026-08-03 18:06:03,Station 6,1300,0,LOW OUTPUT
2026-08-03 18:06:13,Station 1,1296,0,LOW OUTPUT
2026-08-03 18:06:13,Station 2,1185,0,LOW OUTPUT
2026-08-03 18:06:13,Station 3,1415,0,LOW OUTPUT
2026-08-03 18:06:13,Station 4,961,0,LOW OUTPUT
2026-08-03 18:06:13,Station 5,1185,0,LOW OUTPUT
2026-08-03 18:06:13,Station 6,1317,0,LOW OUTPUT
2026-08-03 18:06:23,Station 1,1314,0,LOW OUTPUT
2026-08-03 18:06:23,Station 2,1202,0,LOW OUTPUT
2026-08-03 18:06:23,Station 3,1435,0,LOW OUTPUT
2026-08-03 18:06:23,Station 4,973,0,LOW OUTPUT
2026-08-03 18:06:23,Station 5,1197,0,LOW OUTPUT
2026-08-03 18:06:23,Station 6,1336,0,LOW OUTPUT
2026-08-03 18:06:33,Station 1,1333,0,LOW OUTPUT
2026-08-03 18:06:33,Station 2,1217,0,LOW OUTPUT
2026-08-03 18:06:33,Station 3,1454,0,LOW OUTPUT
2026-08-03 18:06:33,Station 4,986,0,LOW OUTPUT
2026-08-03 18:06:33,Station 5,1216,0,LOW OUTPUT
2026-08-03 18:06:33,Station 6,1355,0,LOW OUTPUT
2026-08-03 18:06:43,Station 1,1351,0,LOW OUTPUT
2026-08-03 18:06:43,Station 2,1234,0,LOW OUTPUT
2026-08-03 18:06:43,Station 3,1474,0,LOW OUTPUT
2026-08-03 18:06:43,Station 4,1001,0,LOW OUTPUT
2026-08-03 18:06:43,Station 5,1231,0,LOW OUTPUT
2026-08-03 18:06:43,Station 6,1375,0,LOW OUTPUT
2026-08-03 18:06:53,Station 1,1369,0,LOW OUTPUT
2026-08-03 18:06:53,Station 2,1250,0,LOW OUTPUT
2026-08-03 18:06:53,Station 3,1494,0,LOW OUTPUT
2026-08-03 18:06:53,Station 4,1017,0,LOW OUTPUT
2026-08-03 18:06:53,Station 5,1248,0,LOW OUTPUT
2026-08-03 18:06:53,Station 6,1394,0,LOW OUTPUT
2026-08-03 18:07:03,Station 1,1389,0,LOW OUTPUT
2026-08-03 18:07:03,Station 2,1266,0,LOW OUTPUT
2026-08-03 18:07:03,Station 3,1512,0,LOW OUTPUT
2026-08-03 18:07:03,Station 4,1032,0,LOW OUTPUT
2026-08-03 18:07:03,Station 5,1262,0,LOW OUTPUT
2026-08-03 18:07:03,Station 6,1413,0,LOW OUTPUT
2026-08-03 18:07:13,Station 1,1409,0,LOW OUTPUT
2026-08-03 18:07:13,Station 2,1279,0,LOW OUTPUT
2026-08-03 18:07:13,Station 3,1533,0,LOW OUTPUT
2026-08-03 18:07:13,Station 4,1052,0,LOW OUTPUT
2026-08-03 18:07:13,Station 5,1280,0,LOW OUTPUT
2026-08-03 18:07:13,Station 6,1432,0,LOW OUTPUT
2026-08-03 18:07:23,Station 1,1428,0,LOW OUTPUT
2026-08-03 18:07:23,Station 2,1295,0,LOW OUTPUT
2026-08-03 18:07:23,Station 3,1553,0,LOW OUTPUT
2026-08-03 18:07:23,Station 4,1066,0,LOW OUTPUT
2026-08-03 18:07:23,Station 5,1295,0,LOW OUTPUT
2026-08-03 18:07:23,Station 6,1449,0,LOW OUTPUT
2026-08-03 18:07:33,Station 1,1446,0,LOW OUTPUT
2026-08-03 18:07:33,Station 2,1310,0,LOW OUTPUT
2026-08-03 18:07:33,Station 3,1572,0,LOW OUTPUT
2026-08-03 18:07:33,Station 4,1083,0,LOW OUTPUT
2026-08-03 18:07:33,Station 5,1311,0,LOW OUTPUT
2026-08-03 18:07:33,Station 6,1467,0,LOW OUTPUT
2026-08-03 18:07:43,Station 1,1462,0,LOW OUTPUT
2026-08-03 18:07:43,Station 2,1325,0,LOW OUTPUT
2026-08-03 18:07:43,Station 3,1589,0,LOW OUTPUT
2026-08-03 18:07:43,Station 4,1095,0,LOW OUTPUT
2026-08-03 18:07:43,Station 5,1328,0,LOW OUTPUT
2026-08-03 18:07:43,Station 6,1484,0,LOW OUTPUT
2026-08-03 18:11:01,Station 1,1665,1.32,LOW OUTPUT
2026-08-03 18:11:01,Station 2,1493,0.66,LOW OUTPUT
2026-08-03 18:11:01,Station 3,1794,1.32,LOW OUTPUT
2026-08-03 18:11:01,Station 4,1245,0.66,LOW OUTPUT
2026-08-03 18:11:01,Station 5,1498,1.32,LOW OUTPUT
2026-08-03 18:11:01,Station 6,1676,0.66,LOW OUTPUT
2026-08-03 18:11:11,Station 1,1686,1.19,LOW OUTPUT
2026-08-03 18:11:11,Station 2,1510,1.19,LOW OUTPUT
2026-08-03 18:11:11,Station 3,1813,0.59,LOW OUTPUT
2026-08-03 18:11:11,Station 4,1258,0.59,LOW OUTPUT
2026-08-03 18:11:11,Station 5,1515,1.19,LOW OUTPUT
2026-08-03 18:11:11,Station 6,1697,1.19,LOW OUTPUT
2026-08-03 18:11:21,Station 1,1704,1.08,LOW OUTPUT
2026-08-03 18:11:21,Station 2,1527,1.08,LOW OUTPUT
2026-08-03 18:11:21,Station 3,1832,1.08,LOW OUTPUT
2026-08-03 18:11:21,Station 4,1276,1.08,LOW OUTPUT
2026-08-03 18:11:21,Station 5,1532,1.08,LOW OUTPUT
2026-08-03 18:11:21,Station 6,1716,1.08,LOW OUTPUT
2026-08-03 18:11:31,Station 1,1720,1.0,LOW OUTPUT
2026-08-03 18:11:31,Station 2,1543,0.5,LOW OUTPUT
2026-08-03 18:11:31,Station 3,1849,1.0,LOW OUTPUT
2026-08-03 18:11:31,Station 4,1288,0.5,LOW OUTPUT
2026-08-03 18:11:31,Station 5,1548,1.0,LOW OUTPUT
2026-08-03 18:11:31,Station 6,1733,1.0,LOW OUTPUT
2026-08-03 18:11:41,Station 1,1738,0.92,LOW OUTPUT
2026-08-03 18:11:41,Station 2,1560,0.92,LOW OUTPUT
2026-08-03 18:11:41,Station 3,1867,0.92,LOW OUTPUT
2026-08-03 18:11:41,Station 4,1301,0.46,LOW OUTPUT
2026-08-03 18:11:41,Station 5,1560,0.46,LOW OUTPUT
2026-08-03 18:11:41,Station 6,1750,0.92,LOW OUTPUT
2026-08-03 18:11:51,Station 1,1758,0.85,LOW OUTPUT
2026-08-03 18:11:51,Station 2,1578,0.43,LOW OUTPUT
2026-08-03 18:11:51,Station 3,1887,0.85,LOW OUTPUT
2026-08-03 18:11:51,Station 4,1317,0.85,LOW OUTPUT
2026-08-03 18:11:51,Station 5,1579,0.85,LOW OUTPUT
2026-08-03 18:11:51,Station 6,1769,0.85,LOW OUTPUT
2026-08-03 18:12:01,Station 1,1777,0.8,LOW OUTPUT
2026-08-03 18:12:01,Station 2,1595,0.8,LOW OUTPUT
2026-08-03 18:12:01,Station 3,1907,0.8,LOW OUTPUT
2026-08-03 18:12:01,Station 4,1329,0.8,LOW OUTPUT
2026-08-03 18:12:01,Station 5,1598,0.4,LOW OUTPUT
2026-08-03 18:12:01,Station 6,1787,0.8,LOW OUTPUT
